sample_rank,repo_name,snapshot_date,year,created_at,llm_native_manual,collaboration_niche,agent_proximity,history_available,scan_status,error,default_branch,commit_sha,commit_date,tree_sha,tree_entries,tree_truncated,active_instruction_count,active_config_count,residual_mention_count,has_active_instruction,has_any_active_marker,distinct_active_tools,distinct_residual_tools
7,vllm-project/vllm,2023-12-31,2023,2023-02-09,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,4934d492744d14104353b8236ef8a0405edf1622,2023-12-30T16:42:04Z,,,not_applicable_targeted_scan,0,0,0,no,no,,
7,vllm-project/vllm,2024-12-31,2024,2023-02-09,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,e7c7c5e822a886e3dba202ca1b756c3260efffcc,2024-12-31T21:17:22Z,,,not_applicable_targeted_scan,0,0,0,no,no,,
7,vllm-project/vllm,2025-12-31,2025,2023-02-09,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,adcf682fc7d1835d037da331922751e880c8bc25,2025-12-31T23:34:18Z,,,not_applicable_targeted_scan,0,1,2,no,yes,gemini,claude_code|codex
7,vllm-project/vllm,2026-08-29,2026,2023-02-09,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,06569a8696076eeae9558928b00f035ded8f8b60,2026-08-28T16:23:07Z,,,not_applicable_targeted_scan,2,3,3,yes,yes,claude_code|cross_agent|gemini,claude_code|codex|cursor
8,larksuite/cli,2022-12-31,2022,2026-03-25,mixed,agent_runtime_infra,supporting_infrastructure,not_public_yet,structural_missing,,,,,,,,,,,,,,
8,larksuite/cli,2023-12-31,2023,2026-03-25,mixed,agent_runtime_infra,supporting_infrastructure,not_public_yet,structural_missing,,,,,,,,,,,,,,
8,larksuite/cli,2024-12-31,2024,2026-03-25,mixed,agent_runtime_infra,supporting_infrastructure,not_public_yet,structural_missing,,,,,,,,,,,,,,
8,larksuite/cli,2025-12-31,2025,2026-03-25,mixed,agent_runtime_infra,supporting_infrastructure,not_public_yet,structural_missing,,,,,,,,,,,,,,
8,larksuite/cli,2026-08-29,2026,2026-03-25,mixed,agent_runtime_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,6646386e0996b1ff5df640bccff834a20bcb203b,2026-08-28T10:47:32Z,,,not_applicable_targeted_scan,1,0,0,yes,yes,cross_agent,
9,volcengine/OpenViking,2022-12-31,2022,2026-01-05,llm_native,agent_runtime_infra,supporting_infrastructure,not_public_yet,structural_missing,,,,,,,,,,,,,,
9,volcengine/OpenViking,2023-12-31,2023,2026-01-05,llm_native,agent_runtime_infra,supporting_infrastructure,not_public_yet,structural_missing,,,,,,,,,,,,,,
9,volcengine/OpenViking,2024-12-31,2024,2026-01-05,llm_native,agent_runtime_infra,supporting_infrastructure,not_public_yet,structural_missing,,,,,,,,,,,,,,
9,volcengine/OpenViking,2025-12-31,2025,2026-01-05,llm_native,agent_runtime_infra,supporting_infrastructure,not_public_yet,structural_missing,,,,,,,,,,,,,,
9,volcengine/OpenViking,2026-08-29,2026,2026-01-05,llm_native,agent_runtime_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,cd8580c6f8a50ec44593618b3102799ab0b553fd,2026-08-28T15:49:43Z,,,not_applicable_targeted_scan,0,1,3,no,yes,cross_agent,claude_code|codex|roo_code
10,openai/codex,2022-12-31,2022,2025-04-13,llm_native,agent_application,direct_agent_experience,not_public_yet,structural_missing,,,,,,,,,,,,,,
10,openai/codex,2023-12-31,2023,2025-04-13,llm_native,agent_application,direct_agent_experience,not_public_yet,structural_missing,,,,,,,,,,,,,,
10,openai/codex,2024-12-31,2024,2025-04-13,llm_native,agent_application,direct_agent_experience,not_public_yet,structural_missing,,,,,,,,,,,,,,
10,openai/codex,2025-12-31,2025,2025-04-13,llm_native,agent_application,direct_agent_experience,yes,targeted_paths_ok,,main,13c42a077c88a0d04ae7680a9891d2daf4558577,2025-12-30T04:08:20Z,,,not_applicable_targeted_scan,1,0,2,yes,yes,codex,claude_code|codex
10,openai/codex,2026-08-29,2026,2025-04-13,llm_native,agent_application,direct_agent_experience,yes,targeted_paths_ok,,main,8faf7252f07127ec4f46e0f308e6cf136bb57d63,2026-08-28T16:36:38Z,,,not_applicable_targeted_scan,1,1,2,yes,yes,codex,claude_code|codex
11,ollama/ollama,2022-12-31,2022,2023-06-26,llm_native,model_infra,supporting_infrastructure,not_public_yet,structural_missing,,,,,,,,,,,,,,
11,ollama/ollama,2023-12-31,2023,2023-06-26,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,2a2fa3c3298194f4f3790aade78df2f53d170d8e,2023-12-27T19:32:35Z,,,not_applicable_targeted_scan,0,0,0,no,no,,
11,ollama/ollama,2024-12-31,2024,2023-06-26,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,459d822b5188dba051e21dfd15b6552543a4bbcf,2024-12-29T22:36:07Z,,,not_applicable_targeted_scan,0,0,0,no,no,,
11,ollama/ollama,2025-12-31,2025,2023-06-26,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,18fdcc94e55d8ca393be9d01b30246dbbca6f6af,2025-12-23T17:44:55Z,,,not_applicable_targeted_scan,0,0,0,no,no,,
11,ollama/ollama,2026-08-29,2026,2023-06-26,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,f96e7aa0513b9973a0ccc71be414c2ecb9d65b1a,2026-08-28T00:01:54Z,,,not_applicable_targeted_scan,2,0,0,yes,yes,claude_code|cross_agent,
12,langchain-ai/deepagents,2022-12-31,2022,2025-07-27,llm_native,agent_framework,agent_building,not_public_yet,structural_missing,,,,,,,,,,,,,,
12,langchain-ai/deepagents,2023-12-31,2023,2025-07-27,llm_native,agent_framework,agent_building,not_public_yet,structural_missing,,,,,,,,,,,,,,
12,langchain-ai/deepagents,2024-12-31,2024,2025-07-27,llm_native,agent_framework,agent_building,not_public_yet,structural_missing,,,,,,,,,,,,,,
12,langchain-ai/deepagents,2025-12-31,2025,2025-07-27,llm_native,agent_framework,agent_building,yes,targeted_paths_ok,,main,bed960cc93c96d2c32093016bb66c445eedb6053,2025-12-31T03:06:25Z,,,not_applicable_targeted_scan,0,0,2,no,no,,claude_code|cursor
12,langchain-ai/deepagents,2026-08-29,2026,2025-07-27,llm_native,agent_framework,agent_building,yes,targeted_paths_ok,,main,f90d4fe114efe1de1e3d8dd8e5aee5b9f631093d,2026-08-28T14:50:47Z,,,not_applicable_targeted_scan,1,1,2,yes,yes,cross_agent,claude_code|cursor
13,anomalyco/opencode,2022-12-31,2022,2025-04-30,llm_native,agent_application,direct_agent_experience,not_public_yet,structural_missing,,,,,,,,,,,,,,
13,anomalyco/opencode,2023-12-31,2023,2025-04-30,llm_native,agent_application,direct_agent_experience,not_public_yet,structural_missing,,,,,,,,,,,,,,
13,anomalyco/opencode,2024-12-31,2024,2025-04-30,llm_native,agent_application,direct_agent_experience,not_public_yet,structural_missing,,,,,,,,,,,,,,
13,anomalyco/opencode,2025-12-31,2025,2025-04-30,llm_native,agent_application,direct_agent_experience,yes,targeted_paths_ok,,dev,63d2b21b8fd89ee11282be7a62479b0ba2ae3f0c,2025-12-31T22:16:32Z,,,not_applicable_targeted_scan,1,0,0,yes,yes,cross_agent,
13,anomalyco/opencode,2026-08-29,2026,2025-04-30,llm_native,agent_application,direct_agent_experience,yes,targeted_paths_ok,,dev,df35e842f59bc115bb7c0479a8e11f017d443f2c,2026-08-28T12:04:58Z,,,not_applicable_targeted_scan,1,0,1,yes,yes,cross_agent,codex
14,flashinfer-ai/flashinfer,2022-12-31,2022,2023-07-22,llm_native,model_infra,supporting_infrastructure,not_public_yet,structural_missing,,,,,,,,,,,,,,
14,flashinfer-ai/flashinfer,2023-12-31,2023,2023-07-22,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,0c147904aabd8897f9f29b13fd99477dc9ea678e,2023-12-31T03:20:58Z,,,not_applicable_targeted_scan,0,0,0,no,no,,
14,flashinfer-ai/flashinfer,2024-12-31,2024,2023-07-22,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,ccd3be9276660fc2e2e0ba7ec801c7b23921a3d7,2024-12-30T19:06:40Z,,,not_applicable_targeted_scan,0,0,0,no,no,,
14,flashinfer-ai/flashinfer,2025-12-31,2025,2023-07-22,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,747b0cb190810323d157926f8645ac7a90e6740a,2025-12-31T16:41:29Z,,,not_applicable_targeted_scan,1,1,0,yes,yes,claude_code,
14,flashinfer-ai/flashinfer,2026-08-29,2026,2023-07-22,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,93f4f2642e1b3680a52ebb51cf68e0fdad237796,2026-08-28T09:53:19Z,,,not_applicable_targeted_scan,2,1,1,yes,yes,claude_code|cross_agent,cursor
15,NVIDIA/TensorRT-LLM,2022-12-31,2022,2023-08-16,llm_native,model_infra,supporting_infrastructure,not_public_yet,structural_missing,,,,,,,,,,,,,,
15,NVIDIA/TensorRT-LLM,2023-12-31,2023,2023-08-16,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,d37b507f41a87457fe9f10f7459d08f5db235745,2023-12-27T09:41:24Z,,,not_applicable_targeted_scan,0,0,0,no,no,,
15,NVIDIA/TensorRT-LLM,2024-12-31,2024,2023-08-16,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,be1788106245496872d18e702978e59b6bfd50e0,2024-12-17T05:50:47Z,,,not_applicable_targeted_scan,0,0,0,no,no,,
15,NVIDIA/TensorRT-LLM,2025-12-31,2025,2023-08-16,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,1bbe71b3eda577a652049c0b2276a34855fc654f,2025-12-31T22:01:24Z,,,not_applicable_targeted_scan,0,0,1,no,no,,roo_code
15,NVIDIA/TensorRT-LLM,2026-08-29,2026,2023-08-16,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,a662631a313424fed8cfb1bf80494b63c15ad4ca,2026-08-28T16:28:25Z,,,not_applicable_targeted_scan,2,2,3,yes,yes,claude_code|codex|cross_agent,claude_code|cursor|roo_code
16,anthropics/claude-code,2022-12-31,2022,2025-02-22,llm_native,agent_application,direct_agent_experience,not_public_yet,structural_missing,,,,,,,,,,,,,,
16,anthropics/claude-code,2023-12-31,2023,2025-02-22,llm_native,agent_application,direct_agent_experience,not_public_yet,structural_missing,,,,,,,,,,,,,,
16,anthropics/claude-code,2024-12-31,2024,2025-02-22,llm_native,agent_application,direct_agent_experience,not_public_yet,structural_missing,,,,,,,,,,,,,,
16,anthropics/claude-code,2025-12-31,2025,2025-02-22,llm_native,agent_application,direct_agent_experience,yes,targeted_paths_ok,,main,d213a74fc8e3b6efded52729196e0c2d4c3abb3e,2025-12-19T22:13:14Z,,,not_applicable_targeted_scan,0,1,0,no,yes,claude_code,
16,anthropics/claude-code,2026-08-29,2026,2025-02-22,llm_native,agent_application,direct_agent_experience,yes,targeted_paths_ok,,main,92bb6850f1bb51f4d18b03b23d643642f9d687b6,2026-08-28T00:49:10Z,,,not_applicable_targeted_scan,0,1,0,no,yes,claude_code,
17,jax-ml/jax,2022-12-31,2022,2018-10-25,traditional,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,8df97ff2a304b20bd9730dc1aba4cd0e581314ed,2022-12-31T03:42:45Z,,,not_applicable_targeted_scan,0,0,0,no,no,,
17,jax-ml/jax,2023-12-31,2023,2018-10-25,traditional,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,d5db08d0ceae507c939f09d41718fae7e62c7e03,2023-12-31T04:02:55Z,,,not_applicable_targeted_scan,0,0,0,no,no,,
17,jax-ml/jax,2024-12-31,2024,2018-10-25,traditional,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,e37ea587c9435dd8794ad363abf224dc527b7111,2024-12-31T16:49:31Z,,,not_applicable_targeted_scan,0,0,0,no,no,,
17,jax-ml/jax,2025-12-31,2025,2018-10-25,traditional,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,2121bbef89c842566be671c557b2923dad6aee04,2025-12-31T08:05:53Z,,,not_applicable_targeted_scan,0,0,0,no,no,,
17,jax-ml/jax,2026-08-29,2026,2018-10-25,traditional,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,b277e8edcce846a2f14b943f6893ce4aac3ae2c3,2026-08-28T16:31:52Z,,,not_applicable_targeted_scan,0,0,0,no,no,,
18,ai-dynamo/dynamo,2022-12-31,2022,2025-03-03,llm_native,model_infra,supporting_infrastructure,not_public_yet,structural_missing,,,,,,,,,,,,,,
18,ai-dynamo/dynamo,2023-12-31,2023,2025-03-03,llm_native,model_infra,supporting_infrastructure,not_public_yet,structural_missing,,,,,,,,,,,,,,
18,ai-dynamo/dynamo,2024-12-31,2024,2025-03-03,llm_native,model_infra,supporting_infrastructure,not_public_yet,structural_missing,,,,,,,,,,,,,,
18,ai-dynamo/dynamo,2025-12-31,2025,2025-03-03,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,0b33c1dfa0c1c88b4c728e600aa62a1be594b0c6,2025-12-31T18:55:44Z,,,not_applicable_targeted_scan,0,0,2,no,no,,claude_code|cursor
18,ai-dynamo/dynamo,2026-08-29,2026,2025-03-03,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,ff18f7210d9909d824b41193e1a58bb77e87d1c8,2026-08-28T16:26:27Z,,,not_applicable_targeted_scan,2,3,4,yes,yes,claude_code|codex|cross_agent,claude_code|codex|cursor|roo_code
19,apache/airflow,2022-12-31,2022,2015-04-13,traditional,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,378c8faba19d21b29abfff1705a8e7624aeabdc4,2022-12-31T04:52:24Z,,,not_applicable_targeted_scan,0,0,0,no,no,,
19,apache/airflow,2023-12-31,2023,2015-04-13,traditional,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,fd0facc9f0f8fc0bc630d84b82048e91407dabdc,2023-12-31T19:44:37Z,,,not_applicable_targeted_scan,0,0,0,no,no,,
19,apache/airflow,2024-12-31,2024,2015-04-13,traditional,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,87c55b51457bf9dafbcbf541ff51940f0455fd15,2024-12-31T19:57:19Z,,,not_applicable_targeted_scan,0,0,0,no,no,,
19,apache/airflow,2025-12-31,2025,2015-04-13,traditional,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,c51e9e1dcb86c3c68948375a8e6e6a376595475d,2025-12-31T23:48:27Z,,,not_applicable_targeted_scan,1,0,1,yes,yes,cross_agent,cursor
19,apache/airflow,2026-08-29,2026,2015-04-13,traditional,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,main,9d54ac94826d8f46c0d6d1032ee7d9988e562d70,2026-08-28T14:51:24Z,,,not_applicable_targeted_scan,3,2,3,yes,yes,claude_code|codex|cross_agent|github_copilot,claude_code|cursor|roo_code
20,BerriAI/litellm,2022-12-31,2022,2023-07-27,llm_native,model_infra,supporting_infrastructure,not_public_yet,structural_missing,,,,,,,,,,,,,,
20,BerriAI/litellm,2023-12-31,2023,2023-07-27,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,litellm_internal_staging,d71f89aac34d71a65b5c682ca1586c1bee300c63,2023-12-30T14:55:52Z,,,not_applicable_targeted_scan,0,0,0,no,no,,
20,BerriAI/litellm,2024-12-31,2024,2023-07-27,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,litellm_internal_staging,859f6e16357fe70d75db5ed6bd37495ef509f928,2024-12-31T23:09:56Z,,,not_applicable_targeted_scan,0,0,0,no,no,,
20,BerriAI/litellm,2025-12-31,2025,2023-07-27,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,litellm_internal_staging,b343d1515733030add157d194abd3b73726c91ad,2025-12-31T23:28:48Z,,,not_applicable_targeted_scan,3,0,1,yes,yes,claude_code|cross_agent|gemini,cursor
20,BerriAI/litellm,2026-08-29,2026,2023-07-27,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,litellm_internal_staging,5476f91b4af507889f94fc10e66b7a9ea2386939,2026-08-28T16:18:57Z,,,not_applicable_targeted_scan,3,0,2,yes,yes,claude_code|cross_agent|gemini,claude_code|cursor
21,ggml-org/llama.cpp,2022-12-31,2022,2023-03-10,llm_native,model_infra,supporting_infrastructure,not_public_yet,structural_missing,,,,,,,,,,,,,,
21,ggml-org/llama.cpp,2023-12-31,2023,2023-03-10,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,master,edd1ab7bc34c10a780ee7f9a4499f7689cdad36d,2023-12-31T21:14:58Z,,,not_applicable_targeted_scan,0,0,0,no,no,,
21,ggml-org/llama.cpp,2024-12-31,2024,2023-03-10,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,master,0827b2c1da299805288abbd556d869318f2b121e,2024-12-31T14:23:33Z,,,not_applicable_targeted_scan,0,0,0,no,no,,
21,ggml-org/llama.cpp,2025-12-31,2025,2023-03-10,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,master,4cd162a1235682d78e0ad04ca5f27bcaeef2460e,2025-12-31T23:21:37Z,,,not_applicable_targeted_scan,2,1,1,yes,yes,claude_code|cross_agent|gemini,windsurf
21,ggml-org/llama.cpp,2026-08-29,2026,2023-03-10,llm_native,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,master,90c26fcd4b2114b4aa39d09d69318cb8f438d27a,2026-08-28T14:52:49Z,,,not_applicable_targeted_scan,2,1,1,yes,yes,claude_code|cross_agent|gemini,windsurf
22,n8n-io/n8n,2022-12-31,2022,2019-06-22,mixed,agent_framework,agent_building,yes,targeted_paths_ok,,master,99e3eb634bd34fa6791e09f112ce9e49407fed49,2022-12-29T13:57:20Z,,,not_applicable_targeted_scan,0,0,0,no,no,,
22,n8n-io/n8n,2023-12-31,2023,2019-06-22,mixed,agent_framework,agent_building,yes,targeted_paths_ok,,master,ece48d6a13271e538031e3663928b02a07080b58,2023-12-29T13:23:58Z,,,not_applicable_targeted_scan,0,0,0,no,no,,
22,n8n-io/n8n,2024-12-31,2024,2019-06-22,mixed,agent_framework,agent_building,yes,targeted_paths_ok,,master,4e9f2b3b9a43630fcd87c0d99fa8c361e739350d,2024-12-31T13:38:37Z,,,not_applicable_targeted_scan,0,0,0,no,no,,
22,n8n-io/n8n,2025-12-31,2025,2019-06-22,mixed,agent_framework,agent_building,yes,targeted_paths_ok,,master,9329d55c644fd756c16e25b95c8ea3819a5987ce,2025-12-31T12:46:28Z,,,not_applicable_targeted_scan,2,0,1,yes,yes,claude_code|cross_agent,cursor
22,n8n-io/n8n,2026-08-29,2026,2019-06-22,mixed,agent_framework,agent_building,yes,targeted_paths_ok,,master,770b97ca4748ac45fdc43f12d80006503d5d905a,2026-08-28T15:50:23Z,,,not_applicable_targeted_scan,2,2,2,yes,yes,claude_code|cross_agent,claude_code|cursor
23,ray-project/ray,2022-12-31,2022,2016-10-25,traditional,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,master,79916dbd844a7e50cb92e711bea5cd489fa51a38,2022-12-31T02:36:21Z,,,not_applicable_targeted_scan,0,0,0,no,no,,
23,ray-project/ray,2023-12-31,2023,2016-10-25,traditional,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,master,7c818f2dd0603f083885d56810403a8d8a0d0151,2023-12-28T21:42:30Z,,,not_applicable_targeted_scan,0,0,0,no,no,,
23,ray-project/ray,2024-12-31,2024,2016-10-25,traditional,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,master,7d684c2a51bfa35373b40146e5d145f7ab6bb77e,2024-12-31T22:15:03Z,,,not_applicable_targeted_scan,0,0,0,no,no,,
23,ray-project/ray,2025-12-31,2025,2016-10-25,traditional,model_infra,supporting_infrastructure,yes,targeted_paths_ok,,master,394cd2d5e0641d8ce4b44577da0f37dcedbac736,2025-12-31T20:13:42Z,,,not_applicable_targeted_scan,0,1,0,no,yes,gemini,
